4	0.9	INQ	0.6108490566037735			0.30542452830188677		0.636
8	0.9	INQ	0.9238854657484595			0.32664283893521373		0.68975
16	0.9	INQ	1.1408701854493581			0.28521754636233954		0.701
32	0.9	INQ	1.1515388628064684			0.20356523467257479		0.718875
64	0.9	INQ	1.202925286599025			0.15036566082487812		0.71146875
128	0.9	INQ	1.214775390411109			0.10737198952227885		0.713390625
4	0.9	INQ	0.6235565819861432			0.3117782909930716		0.6495
8	0.9	INQ	1.270170739872782			0.44907317171438915		0.74675
16	0.9	INQ	1.5572506825116428			0.3893126706279107		0.778375
32	0.9	INQ	1.6508190171793848			0.29182633038981365		0.7821875
64	0.9	INQ	1.746044462247146			0.21825555778089326		0.78015625
128	0.9	INQ	1.7660424868602491			0.15609757729030455		0.781859375
4	0.9	INQ	0.9215976331360947			0.46079881656804733		0.676
8	0.9	INQ	1.514109633473889			0.5353185946446324		0.77075
16	0.9	INQ	1.948337200309358			0.4870843000773395		0.808125
32	0.9	INQ	2.153579943090056			0.3807027453965794		0.8126875
64	0.9	INQ	2.1776086627290625			0.2722010828411328		0.825375
128	0.9	INQ	2.26824543745371			0.20048646627737066		0.822765625
4	0.5	KOUQ	0.17807196198234895			0.08903598099117448		0.36825
8	0.5	KOUQ	0.27014231859493265			0.09550973268196682		0.4277375
16	0.5	KOUQ	0.32173210888636455			0.08043302722159114		0.45666875
32	0.5	KOUQ	0.3376051607754464			0.05968072463697319		0.469890625
64	0.5	KOUQ	0.3489974218952182			0.043624677736902276		0.4769734375
128	0.5	KOUQ	0.35502411621269053			0.03137999500734429		0.48090703125
4	0.5	KOUQ	0.17475728155339806			0.08737864077669903		0.368225
8	0.5	KOUQ	0.32149292149292147			0.11366491244555955		0.4370625
16	0.5	KOUQ	0.39099221945937274			0.09774805486484318		0.4675125
32	0.5	KOUQ	0.43887228454243166			0.07758239211869636		0.48305625
64	0.5	KOUQ	0.45624211210688015			0.05703026401336002		0.49026875
128	0.5	KOUQ	0.46561458221314117			0.04115490356278167		0.494009375
4	0.5	KOUQ	0.17358950074414828			0.08679475037207414		0.36955
8	0.5	KOUQ	0.34026416702172985			0.12030154994792859		0.4400625
16	0.5	KOUQ	0.40811891747766965			0.10202972936941741		0.4688125
32	0.5	KOUQ	0.4529374971788936			0.0800687939272146		0.484628125
64	0.5	KOUQ	0.47327091993034104			0.05915886499129263		0.49168125
128	0.5	KOUQ	0.4861275934034456			0.04296801472718414		0.4963765625
4	0.5	ISLIP	0.1443661971830986			0.0721830985915493		0.3619029639418539
8	0.5	ISLIP	0.1878064074791928			0.06639959213941057		0.2902190457282774
16	0.5	ISLIP	0.21922635414720093			0.05480658853680023		0.2394097044687596
32	0.5	ISLIP	0.23532626165220186			0.04160019885138793		0.20660223988439305
64	0.5	ISLIP	0.24205300537422658			0.030256625671778323		0.1826974857015524
128	0.5	ISLIP	0.24632169173009394			0.021771967321961468		0.16184683590304771
4	0.5	ISLIP	0.14149496565979863			0.07074748282989932		0.3590547787780119
8	0.5	ISLIP	0.1941243909429636			0.06863333661473899		0.287094332170364
16	0.5	ISLIP	0.21919944550337897			0.05479986137584474		0.23999065922817076
32	0.5	ISLIP	0.23434944429419569			0.041427520306931205		0.20631137609998726
64	0.5	ISLIP	0.24136726847898207			0.03017090855987276		0.18276822848973226
128	0.5	ISLIP	0.24677872250057023			0.021812363516588305		0.162294277556289
4	0.5	ISLIP	0.14129852744310575			0.07064926372155288		0.35948026948989414
8	0.5	ISLIP	0.1935392140135358			0.06842644532724282		0.2885865283613445
16	0.5	ISLIP	0.22167015225586445			0.05541753806396611		0.23877544529262087
32	0.5	ISLIP	0.23262783292751452			0.041123179538944184		0.2061993927125506
64	0.5	ISLIP	0.24204363617891342			0.030255454522364177		0.18245560375190004
128	0.5	ISLIP	0.24549014663819527			0.021698468425293473		0.1622896172291878
